vessel,service,ata,atb,ats,liner,berth window,berth,berth status
MSC BARCELONA MM 717R,WMED,05/05/2017 11:00,05/05/2017 12:25,06/05/2017 03:05,MSC,05/05/2017 19:00,2,IN
E.R LONDON NA 715A,NWC1,05/05/2017 21:06,06/05/2017 07:55,06/05/2017 19:10,HLC,05/05/2017 13:00,2,OUT
LOGIN AMAZONIA 1718A,VITORIA,06/05/2017 06:30,06/05/2017 08:30,06/05/2017 21:15,MSC,06/05/2017 01:00,3,OUT
MSC CADIZ MM 715A,WMED,06/05/2017 10:00,06/05/2017 12:35,07/05/2017 01:40,MSC,06/05/2017 19:00,1,IN
MSC LILY FI 713A,IPANE-ASAS,06/05/2017 20:00,07/05/2017 01:10,07/05/2017 20:20,MSC,07/05/2017 01:00,2,IN
MSC MICHAELA UA 717R,USA-STRING,05/05/2017 22:00,07/05/2017 06:15,08/05/2017 02:45,MSC,06/05/2017 07:00,3,IN
MAERSK LINS 1706,SAMBA,07/05/2017 17:00,07/05/2017 18:40,08/05/2017 10:45,MAE,07/05/2017 13:00,1,OUT
PEDRO ALVARES CABRAL 036N,ALCT1,06/05/2017 08:20,08/05/2017 04:40,08/05/2017 15:10,ALI,10/05/2017 19:00,3,IN
MAERSK LABERINTO 1705,SAMBA,08/05/2017 17:00,08/05/2017 20:10,09/05/2017 06:55,MAE,08/05/2017 19:00,1,IN
MSC ALESSIA UA 715A,USA-STRING,08/05/2017 00:00,08/05/2017 01:25,09/05/2017 07:10,MSC,08/05/2017 07:00,2,IN
ALDEBARAN 041N,SAS,08/05/2017 02:36,08/05/2017 19:10,09/05/2017 08:10,LOG,08/05/2017 19:00,3,IN
CORDELIA 012S,SAS,08/05/2017 23:30,09/05/2017 10:55,09/05/2017 22:15,LOG,09/05/2017 13:00,3,IN
MSC AGADIR SS 717R,SPAIN,08/05/2017 22:18,09/05/2017 13:00,10/05/2017 15:40,MSC,09/05/2017 07:00,1,IN
LOG-IN JATOBÁ 133N,MERCO,09/05/2017 05:54,10/05/2017 02:20,10/05/2017 19:45,LOG,12/05/2017 13:00,3,IN
MSC NAOMI FI 717R,IPANE-ASAS,09/05/2017 18:00,09/05/2017 21:55,11/05/2017 15:10,MSC,09/05/2017 07:00,2,OUT
LOG-IN PANTANAL 167,SHUTTLE RI,11/05/2017 10:00,11/05/2017 12:25,11/05/2017 18:40,LOG,11/05/2017 13:00,3,IN
E.R LONDON NA 718R,NWC1,10/05/2017 10:20,11/05/2017 10:05,12/05/2017 03:10,HLC,11/05/2017 19:00,1,IN
ALGOL 1714,SAE,11/05/2017 05:00,11/05/2017 17:35,12/05/2017 04:15,MER,12/05/2017 01:00,2,IN
RIO DE JANEIRO 714N,WMED,12/05/2017 08:30,12/05/2017 09:40,13/05/2017 03:40,HAM,12/05/2017 19:00,2,IN
LOGIN AMAZONIA 1719A,VITORIA,13/05/2017 01:00,13/05/2017 02:20,13/05/2017 19:15,MSC,13/05/2017 01:00,3,IN
MSC ALICANTE MM 716A,WMED,13/05/2017 10:00,13/05/2017 11:25,14/05/2017 05:45,MSC,13/05/2017 19:00,1,IN
NORTHERN MAJESTIC UA 718R,USA-STRING,12/05/2017 05:30,13/05/2017 21:55,14/05/2017 18:10,MSC,13/05/2017 07:00,3,IN
MAERSK LETICIA 714W,IPANE-ASAS,14/05/2017 01:00,14/05/2017 02:35,15/05/2017 08:45,MAE,14/05/2017 01:00,2,IN
MSC KRYSTAL NA 716A,NWC1,14/05/2017 13:00,14/05/2017 22:20,15/05/2017 13:40,MSC,12/05/2017 13:00,3,OUT
MAERSK LEON 1706,SAMBA,14/05/2017 15:30,14/05/2017 17:10,15/05/2017 14:45,MAE,14/05/2017 13:00,1,OUT
SEBASTIAO CABOTO 040N,ALCT1,14/05/2017 23:30,15/05/2017 11:25,15/05/2017 20:05,ALI,17/05/2017 19:00,2,IN
MERCOSUL MANAUS 1710,SAS,15/05/2017 14:20,15/05/2017 23:40,16/05/2017 11:30,MER,15/05/2017 19:00,2,IN
MAERSK LAMANAI 1705,SAMBA,15/05/2017 20:30,16/05/2017 01:10,17/05/2017 00:55,MAE,15/05/2017 19:00,1,OUT
MSC MAUREEN UA 716A,USA-STRING,14/05/2017 23:30,15/05/2017 19:25,17/05/2017 01:55,MSC,15/05/2017 07:00,3,IN
BOMAR RESOLVE 008S,SAS,16/05/2017 01:00,17/05/2017 10:30,17/05/2017 20:05,LOG,16/05/2017 13:00,1,IN
MSC AZOV SS 718R,SPAIN,15/05/2017 23:48,16/05/2017 23:40,18/05/2017 07:55,MSC,16/05/2017 07:00,2,IN
MERCOSUL ITAJAI 1712,MERCO,16/05/2017 14:50,18/05/2017 01:30,18/05/2017 14:40,MER,19/05/2017 13:00,1,IN
MSC SARA ELENA FI 718R,IPANE-ASAS,15/05/2017 16:18,17/05/2017 06:00,18/05/2017 19:15,MSC,16/05/2017 07:00,3,IN
LOG-IN PANTANAL 168,SHUTTLE RI,17/05/2017 19:00,18/05/2017 16:25,18/05/2017 23:50,LOG,18/05/2017 13:00,2,IN
SAN ALVARO 717W,SAE,18/05/2017 08:30,18/05/2017 23:00,19/05/2017 13:10,ALI,19/05/2017 01:00,3,IN
LOGIN AMAZONIA 1720A,VITORIA,19/05/2017 15:00,19/05/2017 17:00,20/05/2017 15:15,MSC,20/05/2017 01:00,3,IN
RIO NEGRO 717S,WMED,20/05/2017 11:00,20/05/2017 18:00,21/05/2017 10:15,HAM,20/05/2017 19:00,3,IN
RIO BARROW NA 717A,NWC1,20/05/2017 12:00,20/05/2017 14:45,21/05/2017 10:55,HLC,19/05/2017 13:00,2,OUT
MSC CADIZ MM 719R,WMED,21/05/2017 21:00,21/05/2017 23:30,22/05/2017 13:00,MSC,19/05/2017 19:00,2,OUT
MSC LUISA UA 717A,USA-STRING,21/05/2017 16:00,21/05/2017 18:20,22/05/2017 20:10,MSC,22/05/2017 07:00,3,IN
MAERSK LOTA 1705,SAMBA,22/05/2017 17:00,22/05/2017 19:05,23/05/2017 07:50,MAE,22/05/2017 19:00,2,IN
MSC KRYSTAL NA 719R,NWC1,22/05/2017 23:30,23/05/2017 00:45,23/05/2017 14:10,MSC,25/05/2017 19:00,3,IN
ALDEBARAN 041S,SAS,23/05/2017 05:00,23/05/2017 06:25,23/05/2017 19:05,LOG,23/05/2017 13:00,1,IN
MAERSK LABERINTO 1706,SAMBA,23/05/2017 12:00,23/05/2017 13:30,24/05/2017 11:40,MAE,21/05/2017 13:00,2,OUT
MERCOSUL SANTOS 1712,MERCO,23/05/2017 11:00,23/05/2017 22:55,24/05/2017 19:25,MER,26/05/2017 13:00,1,IN
MOL LONDRINA 715A,IPANE-ASAS,23/05/2017 12:00,23/05/2017 17:50,24/05/2017 20:40,MOL,21/05/2017 01:00,3,OUT
ALGOL 1716,SAE,25/05/2017 08:30,25/05/2017 09:40,25/05/2017 22:35,MER,26/05/2017 01:00,3,IN
MSC ALESSIA UA 719R,USA-STRING,25/05/2017 07:30,25/05/2017 08:50,26/05/2017 10:05,MSC,27/05/2017 07:00,2,IN
LOG-IN PANTANAL 169,SHUTTLE RI,26/05/2017 13:00,26/05/2017 15:15,26/05/2017 22:15,LOG,25/05/2017 13:00,2,OUT
MSC MARTA NA 718A,NWC1,26/05/2017 20:00,27/05/2017 00:55,27/05/2017 17:40,MSC,26/05/2017 13:00,2,OUT
MSC AMALFI SS 719R,SPAIN,26/05/2017 01:00,26/05/2017 16:30,27/05/2017 22:35,MSC,23/05/2017 07:00,1,OUT
LOGIN AMAZONIA 1721A,VITORIA,26/05/2017 22:54,27/05/2017 05:30,28/05/2017 05:30,MSC,27/05/2017 01:00,3,IN
RHODOS MM 718A,WMED,27/05/2017 12:00,28/05/2017 02:40,28/05/2017 14:05,MSC,27/05/2017 19:00,1,IN
BARTOLOMEU DIAS 027N,ALCT1,27/05/2017 23:50,28/05/2017 08:50,28/05/2017 21:20,ALI,31/05/2017 19:00,3,IN
MSC MAUREEN UA 720R,USA-STRING,27/05/2017 06:10,27/05/2017 22:00,28/05/2017 23:10,MSC,27/05/2017 07:00,2,IN
CEZANNE 1707,SAMBA,29/05/2017 17:00,29/05/2017 19:40,30/05/2017 10:20,MAE,29/05/2017 19:00,1,IN
BOMAR RESOLVE 009N,SAS,29/05/2017 19:40,30/05/2017 06:50,30/05/2017 15:45,LOG,29/05/2017 19:00,3,OUT
MSC VANESSA UA 718A,USA-STRING,29/05/2017 07:00,29/05/2017 08:40,30/05/2017 16:20,MSC,29/05/2017 07:00,2,IN
MERCOSUL MANAUS 1711,SAS,30/05/2017 12:55,30/05/2017 21:10,31/05/2017 10:55,MER,30/05/2017 13:00,2,IN
MSC LILY FI 719R,IPANE-ASAS,30/05/2017 05:00,30/05/2017 13:35,31/05/2017 18:45,MSC,30/05/2017 07:00,1,IN
RIO BARROW NA 720R,NWC1,30/05/2017 10:00,30/05/2017 21:45,01/06/2017 08:40,HLC,01/06/2017 19:00,3,IN
MERCOSUL SUAPE 1712,MERCO,30/05/2017 11:00,31/05/2017 22:45,01/06/2017 15:15,MER,02/06/2017 13:00,1,IN
CORDELIA 013N,SAS,31/05/2017 18:30,01/06/2017 12:38,02/06/2017 00:40,LOG,29/05/2017 19:00,3,OUT
MAERSK SIRAC 716W,IPANE-ASAS,31/05/2017 11:00,31/05/2017 14:05,02/06/2017 05:00,MAE,28/05/2017 01:00,2,OUT
SAN ALVARO 718W,SAE,01/06/2017 14:00,02/06/2017 03:00,02/06/2017 14:15,ALI,02/06/2017 01:00,3,IN
CS SETUBAL LP 715A,EXTRA CALL,02/06/2017 08:18,02/06/2017 13:10,03/06/2017 00:00,MSC,,2,OUT
RIO NEGRO 717N,WMED,02/06/2017 10:05,02/06/2017 17:55,03/06/2017 08:45,ALI,02/06/2017 19:00,3,IN
MSC ALICANTE MM 720R,WMED,02/06/2017 03:00,02/06/2017 08:25,03/06/2017 13:00,MSC,02/06/2017 19:00,1,IN
MSC VIDHI NA 719A,NWC1,02/06/2017 22:00,03/06/2017 03:10,03/06/2017 21:05,MSC,02/06/2017 13:00,2,OUT
LOGIN AMAZONIA 1722A,VITORIA,02/06/2017 15:00,03/06/2017 12:20,04/06/2017 02:00,MSC,03/06/2017 01:00,3,IN
MSC CORUNA MM 719A,WMED,03/06/2017 15:18,04/06/2017 01:30,04/06/2017 14:10,MSC,03/06/2017 19:00,2,IN
MSC AJACCIO SS 721R,SPAIN,03/06/2017 04:00,03/06/2017 16:35,04/06/2017 16:40,MSC,30/05/2017 07:00,1,OUT
AMERICO VESPUCIO 035N,ALCT1,04/06/2017 03:30,05/06/2017 00:25,05/06/2017 08:20,ALI,07/06/2017 19:00,1,IN
LOG-IN PANTANAL 170,SHUTTLE RI,03/06/2017 13:00,04/06/2017 18:45,05/06/2017 13:40,LOG,01/06/2017 13:00,2,OUT
MSC JEONGMIN FI 717A,IPANE-ASAS,04/06/2017 08:00,04/06/2017 10:35,05/06/2017 14:40,MSC,04/06/2017 01:00,3,OUT
MAERSK LABREA 1707,SAMBA,05/06/2017 16:00,05/06/2017 20:35,06/06/2017 22:40,MAE,05/06/2017 19:00,3,IN
MSC LUISA UA 721R,USA-STRING,02/06/2017 20:30,05/06/2017 12:40,06/06/2017 23:15,MSC,03/06/2017 07:00,1,IN
MAERSK LAMANAI 1706,SAMBA,04/06/2017 16:37,05/06/2017 19:40,07/06/2017 00:15,MAE,04/06/2017 13:00,2,OUT
ALDEBARAN 042N,SAS,05/06/2017 23:00,07/06/2017 06:55,07/06/2017 22:15,LOG,05/06/2017 19:00,3,OUT
MAERSK LOTA 1706,SAMBA,07/06/2017 06:00,07/06/2017 08:00,08/06/2017 02:20,MAE,04/06/2017 13:00,1,OUT
LOG-IN JATOBÁ 134S,MERCO,07/06/2017 08:30,07/06/2017 23:25,08/06/2017 09:50,LOG,09/06/2017 13:00,2,IN
MSC MARINA UA 719A,USA-STRING,08/06/2017 00:00,08/06/2017 01:20,09/06/2017 08:05,MSC,05/06/2017 07:00,3,OUT
MSC VIDHI NA 722R,NWC1,08/06/2017 04:00,08/06/2017 06:30,09/06/2017 19:35,MSC,08/06/2017 19:00,1,IN
LOG-IN JACARANDA 75,SHUTTLE RI,08/06/2017 18:00,09/06/2017 11:15,10/06/2017 07:15,LOG,08/06/2017 13:00,2,OUT
MSC FIAMMETTA NA 720A,NWC1,09/06/2017 16:30,09/06/2017 18:20,10/06/2017 08:15,MSC,09/06/2017 13:00,3,OUT
MSC VIGO MM 720A,WMED,10/06/2017 07:15,10/06/2017 11:50,11/06/2017 06:50,MSC,10/06/2017 19:00,2,IN
CONTSHIP OAK LJ 722,EXTRA CALL,10/06/2017 10:42,10/06/2017 20:25,11/06/2017 11:40,MSC,,3,OUT
MSC ARICA SS 720R,SPAIN,10/06/2017 14:00,10/06/2017 16:00,12/06/2017 00:50,MSC,06/06/2017 07:00,1,OUT
MAERSK LAGUNA 718W,IPANE-ASAS,11/06/2017 09:00,11/06/2017 15:35,12/06/2017 20:20,MAE,06/06/2017 07:00,2,OUT
MSC VANESSA UA 722R,USA-STRING,10/06/2017 02:30,11/06/2017 11:10,13/06/2017 05:05,MSC,05/06/2017 07:00,3,OUT
MSC FLORENTINA UA 720A,USA-STRING,12/06/2017 01:30,12/06/2017 04:20,13/06/2017 17:15,MSC,12/06/2017 07:00,1,IN
MAERSK LIMA 1707,SAMBA,12/06/2017 20:00,13/06/2017 00:00,14/06/2017 01:25,MAE,12/06/2017 19:00,3,OUT
MSC MARTA NA 721R,NWC1,11/06/2017 04:00,13/06/2017 21:45,15/06/2017 06:00,MSC,08/06/2017 19:00,1,OUT
MOL LONDRINA 721B,IPANE-ASAS,11/06/2017 05:06,13/06/2017 09:05,15/06/2017 10:45,MOL,06/06/2017 07:00,2,OUT
MAERSK LETICIA 714E,IPANE-ASAS,14/06/2017 03:01,14/06/2017 05:55,15/06/2017 18:15,MAE,13/06/2017 07:00,3,OUT
RHODOS MM 722R,WMED,11/06/2017 06:36,15/06/2017 10:15,16/06/2017 00:15,MSC,09/06/2017 19:00,1,OUT
MSC FIAMMETTA NA 723R,NWC1,13/06/2017 17:00,15/06/2017 22:00,16/06/2017 12:35,MSC,15/06/2017 19:00,3,IN
MSC MELINE SS 722R,SPAIN,12/06/2017 21:45,15/06/2017 14:35,16/06/2017 20:10,MSC,13/06/2017 07:00,2,IN
CORDELIA 013S,SAS,11/06/2017 17:42,16/06/2017 17:35,17/06/2017 07:30,LOG,06/06/2017 13:00,3,OUT
CEZANNE 1708,SAMBA,16/06/2017 03:00,16/06/2017 09:00,17/06/2017 09:50,MAE,11/06/2017 13:00,1,OUT
MSC CORUNA MM 723R,WMED,16/06/2017 08:36,17/06/2017 00:10,17/06/2017 19:45,MSC,16/06/2017 19:00,2,IN
MERCOSUL MANAUS 1712,SAS,15/06/2017 11:00,17/06/2017 14:20,18/06/2017 01:05,MER,12/06/2017 19:00,3,OUT
MSC BARCELONA MM 721A,WMED,17/06/2017 08:00,17/06/2017 15:40,18/06/2017 05:35,MSC,17/06/2017 19:00,1,IN
BOMAR RESOLVE 009S,SAS,16/06/2017 05:06,17/06/2017 22:50,18/06/2017 11:40,LOG,13/06/2017 13:00,2,OUT
MERCOSUL ITAJAI 1714,MERCO,17/06/2017 13:35,18/06/2017 08:50,18/06/2017 17:15,MER,16/06/2017 13:00,1,OUT
MSC MARGARITA NA 721A,NWC1,17/06/2017 00:00,18/06/2017 04:25,19/06/2017 01:05,MSC,16/06/2017 13:00,3,OUT
PEDRO ALVARES CABRAL 037N,ALCT1,17/06/2017 14:20,19/06/2017 05:15,19/06/2017 15:00,ALI,21/06/2017 19:00,3,IN
LOG-IN JACARANDA 76,SHUTTLE RI,17/06/2017 20:03,18/06/2017 23:05,19/06/2017 19:50,LOG,15/06/2017 13:00,1,OUT
MAERSK LIRQUEN 719W,IPANE-ASAS,18/06/2017 14:02,18/06/2017 16:45,20/06/2017 00:45,MAE,18/06/2017 01:00,2,OUT
MAERSK LINS 1707,SAMBA,19/06/2017 17:00,19/06/2017 18:20,20/06/2017 09:10,MAE,19/06/2017 19:00,3,IN
MSC MARINA UA 723R,USA-STRING,16/06/2017 07:10,20/06/2017 00:15,20/06/2017 17:17,MSC,17/06/2017 07:00,1,IN
CS SETUBAL LP 716A,PARANA,20/06/2017 02:00,20/06/2017 12:50,21/06/2017 09:45,MSC,22/06/2017 01:00,3,IN
MAERSK LABREA 1708,SAMBA,21/06/2017 08:00,21/06/2017 13:35,23/06/2017 00:50,MAE,18/06/2017 13:00,3,OUT
MSC JEONGMIN FI 723R,IPANE-ASAS,19/06/2017 22:06,21/06/2017 07:15,23/06/2017 02:25,MSC,20/06/2017 07:00,1,IN
MAERSK SIRAC 716E,IPANE-ASAS,18/06/2017 23:48,21/06/2017 08:05,23/06/2017 14:35,MAE,13/06/2017 07:00,1,OUT
MSC MARGARITA NA 724R,NWC1,22/06/2017 10:00,23/06/2017 06:00,23/06/2017 20:35,MSC,22/06/2017 19:00,3,IN
MSC CARMEN UA 721A,USA-STRING,22/06/2017 00:54,23/06/2017 06:55,24/06/2017 16:00,MSC,19/06/2017 07:00,1,OUT
E.R LONDON NA 722A,NWC1,22/06/2017 21:18,24/06/2017 02:30,24/06/2017 22:40,HLC,23/06/2017 13:00,3,IN
MSC VIGO MM 724R,WMED,23/06/2017 18:00,24/06/2017 19:35,25/06/2017 07:45,MSC,23/06/2017 19:00,1,IN
RIO DE JANEIRO 722S,WMED,24/06/2017 06:00,25/06/2017 02:55,25/06/2017 13:05,HAM,24/06/2017 19:00,3,IN
MSC AGADIR SS 723R,SPAIN,23/06/2017 07:00,23/06/2017 20:00,25/06/2017 15:35,MSC,20/06/2017 07:00,2,OUT
MAERSK LIMA 1708,SAMBA,25/06/2017 19:30,25/06/2017 22:05,26/06/2017 18:45,MAE,25/06/2017 13:00,2,OUT
MOL ABIDJAN 720A,IPANE-ASAS,24/06/2017 23:45,25/06/2017 11:30,26/06/2017 19:00,MOL,25/06/2017 01:00,1,IN
SEBASTIAO CABOTO 041N,ALCT1,25/06/2017 00:30,26/06/2017 18:25,27/06/2017 04:15,ALI,28/06/2017 19:00,1,IN
MSC FLORENTINA UA 724R,USA-STRING,24/06/2017 06:30,25/06/2017 22:55,27/06/2017 05:30,MSC,24/06/2017 07:00,3,IN
NORTHERN MAJESTIC UA 722A,USA-STRING,25/06/2017 21:12,26/06/2017 23:30,27/06/2017 13:15,MSC,26/06/2017 07:00,2,IN
MAERSK LEON 1707,SAMBA,27/06/2017 09:30,27/06/2017 12:30,27/06/2017 19:45,MAE,26/06/2017 19:00,1,OUT
CONTSHIP OAK LJ 723,PARANA,24/06/2017 12:24,27/06/2017 09:45,27/06/2017 21:40,MSC,22/06/2017 01:00,3,OUT
ALDEBARAN 042S,SAS,27/06/2017 03:54,27/06/2017 16:45,28/06/2017 05:15,LOG,27/06/2017 13:00,2,IN
CORDELIA 014N,SAS,25/06/2017 22:48,28/06/2017 03:05,28/06/2017 11:15,LOG,26/06/2017 19:00,3,IN
LOG-IN JACARANDA 077,SHUTTLE RI,28/06/2017 20:30,29/06/2017 08:25,30/06/2017 11:15,LOG,29/06/2017 13:00,3,IN
MAERSK LAGUNA 718E,IPANE-ASAS,28/06/2017 03:00,28/06/2017 04:25,30/06/2017 17:35,MAE,27/06/2017 07:00,1,OUT
MSC AZOV SS 724R,SPAIN,28/06/2017 23:00,29/06/2017 01:00,30/06/2017 18:15,MSC,27/06/2017 07:00,2,OUT
E.R LONDON NA 725R,NWC1,29/06/2017 22:24,30/06/2017 15:05,01/07/2017 17:05,HLC,29/06/2017 19:00,3,OUT
MERCOSUL SUAPE 1714,MERCO,30/06/2017 10:50,01/07/2017 00:10,02/07/2017 13:45,MER,30/06/2017 13:00,1,IN
MSC KRYSTAL NA 723A,NWC1,30/06/2017 02:04,01/07/2017 01:10,02/07/2017 18:55,MSC,30/06/2017 13:00,2,IN
MSC BARCELONA MM 725R,WMED,30/06/2017 20:42,01/07/2017 21:05,02/07/2017 23:35,MSC,30/06/2017 19:00,3,OUT
MAERSK LINS 1708,SAMBA,02/07/2017 13:00,02/07/2017 17:30,03/07/2017 10:20,MAE,02/07/2017 13:00,1,IN
MSC CADIZ MM 723A,WMED,01/07/2017 18:00,02/07/2017 21:50,03/07/2017 17:45,MSC,01/07/2017 19:00,2,IN
MSC CARMEN UA 725R,USA-STRING,30/06/2017 04:24,03/07/2017 03:35,03/07/2017 22:40,MSC,01/07/2017 07:00,3,IN
FERNAO DE MAGALHAES 036N,ALCT1,02/07/2017 19:06,03/07/2017 14:15,04/07/2017 04:45,ALI,28/06/2017 19:00,1,OUT
BOMAR RESOLVE 010N,SAS,04/07/2017 00:10,04/07/2017 02:40,04/07/2017 09:45,LOG,03/07/2017 19:00,3,OUT
MSC ALESSIA UA 723A,USA-STRING,03/07/2017 02:42,03/07/2017 21:30,04/07/2017 17:15,MSC,03/07/2017 07:00,2,IN
MERCOSUL MANAUS 1713,SAS,04/07/2017 07:45,05/07/2017 04:50,05/07/2017 22:45,MER,04/07/2017 13:00,1,IN
MSC GIULIA FI 721A,IPANE-ASAS,04/07/2017 14:00,04/07/2017 15:25,06/07/2017 07:45,MSC,02/07/2017 01:00,3,OUT
MAERSK LIRQUEN 719E,IPANE-ASAS,04/07/2017 20:00,05/07/2017 00:10,06/07/2017 12:20,MAE,04/07/2017 07:00,2,OUT
MSC KRYSTAL NA 726R,NWC1,06/07/2017 12:46,06/07/2017 17:35,07/07/2017 14:45,MSC,06/07/2017 19:00,3,IN
MSC AMALFI SS 725R,SPAIN,05/07/2017 22:00,06/07/2017 02:30,07/07/2017 23:45,MSC,04/07/2017 07:00,1,OUT
CS SETUBAL LP 726A,PARANA,05/07/2017 07:52,06/07/2017 18:20,08/07/2017 01:10,MSC,06/07/2017 01:00,2,IN
RIO BARROW NA 724A,NWC1,07/07/2017 01:24,07/07/2017 18:10,08/07/2017 09:45,HLC,07/07/2017 13:00,3,IN
RIO DE JANEIRO 722N,WMED,07/07/2017 09:00,08/07/2017 06:05,08/07/2017 20:58,HAM,07/07/2017 19:00,2,IN
MSC ALICANTE MM 724A,WMED,08/07/2017 05:30,08/07/2017 08:50,08/07/2017 22:05,MSC,08/07/2017 19:00,1,IN
MAERSK LABERINTO 1707,SAMBA,08/07/2017 13:00,08/07/2017 14:35,09/07/2017 10:15,MAE,03/07/2017 19:00,3,OUT
LOG-IN JATOBÁ 136S,MERCO,07/07/2017 13:18,09/07/2017 01:30,09/07/2017 17:15,LOG,07/07/2017 13:00,2,OUT
BARTOLOMEU DIAS 028N,ALCT1,09/07/2017 05:00,09/07/2017 06:40,09/07/2017 17:45,HAM,12/07/2017 19:00,1,IN
LOG-IN JACARANDA 078,SHUTTLE RI,08/07/2017 17:30,09/07/2017 22:10,10/07/2017 23:10,LOG,06/07/2017 13:00,3,OUT
NORTHERN MAJESTIC UA 726R,USA-STRING,10/07/2017 00:40,10/07/2017 02:30,11/07/2017 04:05,MSC,08/07/2017 07:00,2,OUT
MSC MAUREEN UA 724A,USA-STRING,10/07/2017 01:30,10/07/2017 03:45,11/07/2017 11:15,MSC,10/07/2017 07:00,1,IN
MAERSK LAMANAI 1707,SAMBA,11/07/2017 03:00,11/07/2017 08:00,11/07/2017 22:10,MAE,10/07/2017 19:00,3,OUT
ALDEBARAN 043N,SAS,11/07/2017 11:00,11/07/2017 14:45,12/07/2017 07:10,LOG,10/07/2017 19:00,1,OUT
MOL ABIDJAN 726B,IPANE-ASAS,10/07/2017 21:00,11/07/2017 09:35,12/07/2017 17:40,MOL,11/07/2017 07:00,2,IN
CONTSHIP OAK LP 727A,PARANA,11/07/2017 18:30,12/07/2017 09:10,12/07/2017 21:05,MSC,13/07/2017 01:00,1,IN
MAERSK LEON 1708,SAMBA,12/07/2017 01:30,12/07/2017 03:00,13/07/2017 00:45,MAE,09/07/2017 13:00,3,OUT
CORDELIA 014S,SAS,11/07/2017 12:30,12/07/2017 19:55,13/07/2017 06:40,LOG,11/07/2017 13:00,2,IN
RIO BARROW NA 727R,NWC1,12/07/2017 05:30,13/07/2017 10:25,14/07/2017 06:05,HLC,13/07/2017 19:00,3,IN
MSC AJACCIO SS 726R,SPAIN,13/07/2017 10:00,13/07/2017 11:35,14/07/2017 19:35,MSC,11/07/2017 07:00,1,OUT
MSC VIDHI NA 725A,NWC1,14/07/2017 19:00,14/07/2017 23:20,15/07/2017 19:15,MSC,14/07/2017 13:00,2,OUT
MSC ALESSIA UA 727R,USA-STRING,14/07/2017 08:18,14/07/2017 18:25,15/07/2017 19:40,MSC,15/07/2017 07:00,3,IN
RIO NEGRO 725S,WMED,15/07/2017 15:00,15/07/2017 16:20,16/07/2017 07:40,HAM,15/07/2017 19:00,1,IN
MERCOSUL ITAJAI 1716,MERCO,15/07/2017 21:00,16/07/2017 03:10,16/07/2017 14:05,MER,14/07/2017 13:00,3,OUT
MSC NAOMI FI 723A,IPANE-ASAS,15/07/2017 17:50,16/07/2017 00:50,17/07/2017 02:50,MSC,16/07/2017 01:00,2,IN
AMERICO VESPUCIO 036N,ALCT1,16/07/2017 02:30,17/07/2017 06:05,17/07/2017 12:50,ALI,19/07/2017 19:00,2,IN
MSC CADIZ MM 727R,WMED,16/07/2017 09:00,16/07/2017 18:40,17/07/2017 19:15,MSC,14/07/2017 19:00,3,OUT
MERCOSUL MANAUS 1714,SAS,17/07/2017 05:00,17/07/2017 23:10,18/07/2017 19:10,MER,17/07/2017 19:00,3,IN
MSC LUISA UA 725A,USA-STRING,16/07/2017 23:48,17/07/2017 15:00,19/07/2017 01:40,MSC,17/07/2017 07:00,2,IN
BOMAR RESOLVE 010S,SAS,18/07/2017 11:12,18/07/2017 23:40,19/07/2017 09:10,LOG,18/07/2017 13:00,3,IN
MOL ANCHORAGE 722A,IPANE-ASAS,16/07/2017 10:00,16/07/2017 13:00,19/07/2017 13:15,MOL,16/07/2017 01:00,1,OUT
EM PSARA 1701,EXTRA CALL,29/04/2017 01:54,19/07/2017 12:20,20/07/2017 11:50,MAE,,2,OUT
LOG-IN JACARANDA 079,SHUTTLE RI,19/07/2017 07:30,19/07/2017 11:15,20/07/2017 12:40,LOG,13/07/2017 13:00,3,OUT
MAERSK LOTA 1707,SAMBA,20/07/2017 09:00,20/07/2017 18:35,21/07/2017 04:40,MAE,17/07/2017 19:00,2,OUT
MSC ARICA SS 727R,SPAIN,17/07/2017 06:12,19/07/2017 17:45,21/07/2017 12:15,MSC,18/07/2017 07:00,1,IN
MSC VIDHI NA 728R,NWC1,19/07/2017 00:40,20/07/2017 15:55,21/07/2017 16:55,MSC,20/07/2017 19:00,3,IN
MAERSK LABERINTO 1708,SAMBA,21/07/2017 00:00,21/07/2017 08:10,22/07/2017 14:05,MAE,16/07/2017 13:00,2,OUT
MSC MARTA NA 726A,NWC1,21/07/2017 07:30,21/07/2017 20:30,22/07/2017 14:40,MSC,21/07/2017 13:00,3,IN
MSC GIULIA FI 727R,IPANE-ASAS,20/07/2017 23:30,21/07/2017 16:00,23/07/2017 03:10,MSC,18/07/2017 07:00,1,OUT
MERCOSUL SANTOS 1716,MERCO,21/07/2017 19:35,22/07/2017 20:25,23/07/2017 11:05,MER,21/07/2017 13:00,2,OUT
MSC ALICANTE MM 728R,WMED,21/07/2017 16:00,22/07/2017 22:00,23/07/2017 16:45,MSC,21/07/2017 19:00,3,IN
RHODOS MM 726A,WMED,22/07/2017 10:30,23/07/2017 07:30,23/07/2017 23:15,MSC,22/07/2017 19:00,1,IN
MAERSK LAMANAI 1708,SAMBA,23/07/2017 14:00,23/07/2017 15:30,24/07/2017 15:50,MAE,23/07/2017 13:00,2,OUT
